brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,product_dimensions
Converse,"Experience CONS most innovative skate model to date, in a fresh colorway. Brought to you by one the world's top skateboarders, Alexis Sablone, the AS-1 Pro turns to retro skateboarding styles for a cupsole performance shoe unlike any other. Rubber pods jut through the upper for visible durability. For optimum boardfeel, an innovative coring system puts you closer to the board, and distributes impact cushioning beyond the sockliner. Finished with a herringbone outsole for maximum traction, giving you the best grip—straight out the box.  Low-top skateboarding shoe with a full leather upper for optimal durability. CX foam sockliner for impact cushioning. Engineered coring for increased cushioning. Durable cotton laces. Bold, color-pop Star Chevron.",,"₹ 6,499.00",CONS AS-1 PRO OPTICAL WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/cons-as-1-pro-optical-white,data/raw/superkicks/men-sneakers/images/converse/cons as-1 pro optical white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/cons as-1 pro optical white,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04597C,
Nike,"Whether you’re a dunk contest-like leaper or a below-the-rim wonder roaming the baseline, feel faster, lower to the court and assured in the LeBron NXXT Gen. We specifically tailored it to meet the demands of today’s fast-paced game, so that you can stay ahead of the opposition with your speed and force in all directions.Akron-InspiredThe multidirection traction pattern is a map of Akron, an ode to LeBron's roots and the city he continues to pour into.Smooth and ResponsiveThe large forefoot Zoom Air unit is curved to bend in multiple directions. It provides energy return for fast and responsive cornering and offers a flexible court feel that moves naturally with your foot. A top-loaded Zoom Air unit in the heel adds cushioning.Enhanced SensationThe foam in the midsole feels soft and smooth while keeping you low to the ground and enhancing the sensation of court feel.This version is made for outdoor court use with its extra-durable rubber outsole.Open-hole mesh on the upper is lightweight and durable.More Details  Alternate colors on left shoe and right shoe Graphic sublimation on insole",,"₹ 14,995.00",LEBRON NXXT GEN EP BLACKWOLF GREY-WHITE-LIGHT BONE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/lebron-nxxt-gen-ep-black-wolf-grey-white-light-bone,data/raw/superkicks/men-sneakers/images/nike/lebron nxxt gen ep blackwolf grey-white-light bone,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/lebron nxxt gen ep blackwolf grey-white-light bone,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR8788-005,
Adidas Originals,"SIGNATURE SHOES WITH A NEW TAKE ON THE TREFOIL. Cultural icon. Timeless must-have. Whatever you call the adidas Superstar shoes, you know they never go out of style. This release gives the Trefoil fresh perspective with an embossed detail on the tongue outlined for a high-contrast look. The confident look keeps going with a colourblocked design that stands out and adds the perfect punch to any casual outfit (dressy ones, too). A smooth leather upper looks luxe and feels great, and the rubber outsole rounds out the silhouette.",,"₹ 11,999.00",SUPERSTAR MAROONWONDER WHITEWHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/superstar-maroon-wonder-white-white,data/raw/superkicks/men-sneakers/images/adidas originals/superstar maroonwonder whitewhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/superstar maroonwonder whitewhite,Adidas,Indonesia,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF8071,
Nike,"The radiance lives on in the Nike Air Force 1 ’07, the b-ball OG that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of flash to make you shine.",,"₹ 7,495.00",AIR FORCE 1 07 TRIPLE WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-triple-white-1,data/raw/superkicks/men-sneakers/images/nike/air force 1 07 triple white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air force 1 07 triple white,LOTUS FOOTWEAR ENTERPRISES LIMITED,India,Nike India Private Limited,0.95 KG,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,CW2288-111,
Adidas Originals,"SAMBA ORIGINALS Born on the pitch, the Samba is a timeless icon of street style. This silhouette stays true to its legacy with a tasteful, low-profile, soft leather upper, suede overlays and gum sole, making it a staple in everyone's closet - on and off the pitch.",,"₹ 10,999.00",SAMBA OG CLOUD WHITEGREEN,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/samba-og-cloud-white-green,data/raw/superkicks/men-sneakers/images/adidas originals/samba og cloud whitegreen,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/samba og cloud whitegreen,Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG1024,
Converse,"The latest iteration of the best-selling Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.",,"₹ 8,499.00",WMNS RUN STAR LEGACY CX PERIWINKLE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-run-star-legacy-cx-periwinkle,data/raw/superkicks/men-sneakers/images/converse/wmns run star legacy cx periwinkle,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/wmns run star legacy cx periwinkle,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04693C,
Converse,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",,"₹ 4,299.00",CHUCK TAYLOR ALL STAR HUNTER GREEN,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-hunter-green,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star hunter green,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star hunter green,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04544C,
Converse,"all-ready canvas gets a bandana woven jacquard ollie patch to bring a crafted look to the premium Chuck 70. From the art studio, to wherever you feel most cozy, this look is easy to wear all-year long. WHY YOU SHOULD BE DOWN  High-top shoe with upper made from polyester canvas and bandana jacquard OrthoLite cushioning for all-day comfort Bandana woven jacquard ollie patch for crafted look Embroidered heel overlay Screenprinted canvas All Star patch with embroidered edge",,"₹ 6,499.00",CHUCK 70 CRAFTED OLLIE PATCH KHAKIOFF WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-crafted-ollie-patch-khaki-off-white,data/raw/superkicks/men-sneakers/images/converse/chuck 70 crafted ollie patch khakioff white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck 70 crafted ollie patch khakioff white,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04500C,
Adidas Originals,"GAZELLE ORIGINALS Gazelle may have started as a trainer, but it's had a long run: this low-profile classic boasts a lightweight and suede upper that has been moving strong for over 70 years.",,"₹ 10,999.00",GAZELLE SHADOW NAVY CLEAR BLUEGUM,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/gazelle-shadow-navy-clear-blue-gum,data/raw/superkicks/men-sneakers/images/adidas originals/gazelle shadow navy clear bluegum,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/gazelle shadow navy clear bluegum,Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG4988,
Converse,"We could tell you that it's the OG basketball shoe, created over 100 years ago. Or that the design has largely stayed the same, because why mess with a good thing. Or how it became the unofficial sneaker of all your favorite artists and musicians, who each made it their own. Yeah, we could share a lot of stories, but the one that matters most isn't ours it's yours. It's how and where you take your Chucks. The legacy is long, but what comes next is up to you. We just make the shoe. You make the stories.  Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch",,"₹ 4,299.00",CHUCK TAYLOR ALL STAR CHARCOAL,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-charcoal,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star charcoal,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star charcoal,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,1J793C,
Nike,"Step into the '80s with the Air Alpha Force. Complete with a customizable strap, the throwback style looks just as good on the court as it does on the street.Textured leather upper ages to soft perfection.Midfoot strap gives you a personalized fit.Nike Air technology absorbs impact for cushioning with every step.Embroidered logo adds retro appeal.More Details  Foam midsole Rubber outsole",,"₹ 11,895.00",AIR ALPHA FORCE 88 WHITENEUTRAL GREY-BLACK-TECH GREY,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-alpha-force-88-white-neutral-grey-black-tech-grey,data/raw/superkicks/men-sneakers/images/nike/air alpha force 88 whiteneutral grey-black-tech grey,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air alpha force 88 whiteneutral grey-black-tech grey,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DZ4627-101,
Reebok,"Inspired by Reebok court shoes from the late '80s, these kicks have a retro look and a luxe feel thanks to delicate details on the upper. A net-shaped piece on the sidewall nods to tennis while giving it a look you can rock anywhere.",,"₹ 9,599.00",CLASSIC LEARHER HEXALITE +HOOPS BLUECHALKALABASTER,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/classic-learher-hexalite-hoops-blue-chalk-alabaster,data/raw/superkicks/men-sneakers/images/reebok/classic learher hexalite +hoops bluechalkalabaster,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/classic learher hexalite +hoops bluechalkalabaster,Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG0718,
Nike,"Sabrina Ionescu's game is unique, hard to define and built with an undeniable craft. Her signature shoe helps you unlock your versatility with a snappy forefoot Zoom Air and cloud-like React foam to help keep you energized. We used insights from next-gen athletes around the world to bring grippy, best-in-class traction, reliable midfoot support and stability to the court—which every hooper needs. Built for crafty players like Sabrina but made for anyone who's ready to put in the work to take their game to the next level. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Behind the DesignSabrina can be the electrical charge needed to ignite a generation of current and future hoopers on the come up. This special look is infused with voltaic-like sparks of energy and electricity.Cut QuicklyAthletes around the world informed us on how to build the traction pattern on the outsole. The result? It helps you feel quick in and out of cuts. Feel the hardwood under your feet as you change direction on a dime.Stay FreshWe’ve paired a top-loaded forefoot Air Zoom unit with a full-length React foam core to deliver the ideal balance of stability, ground control and cushioning. The unstoppable combination meets at the intersection of speed and endurance, allowing you to play fast and dictate tempo without feeling depleted as the game rages on.Play with ConfidenceWe teamed the collar with a midfoot band system allows conformability and adjustability around the arch of your foot, all in the name of unlocking quick play and inspiring confidence on the court.Security Up TopThe collar offers optimal support with minimalism, giving you the support you need, without unnecessary ounces.Personal TouchWhenever Sabrina signs her autograph, she signs her name with a dot above her signature, true to her Romanian pronunciation. This detail, wrapped around her shoe, pays homage to the Ionescu family and the communities that helped push her to make playing pro ball possible.",,"₹ 10,795.00",SABRINA 1 SPARK EP OXYGEN PURPLEBLACK-LEMON CHIFFON,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/sabrina-lonescu-sabrina-1-spark-ep-oxygen-purple-black-lemon-chiffon,data/raw/superkicks/men-sneakers/images/nike/sabrina 1 spark ep oxygen purpleblack-lemon chiffon,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/sabrina 1 spark ep oxygen purpleblack-lemon chiffon,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FQ3389-501,
Nike,"Nearly 2 decades into a career exceeding every lofty expectation, LeBron James has refused to settle for anything less than greatness, even when he was the one setting the standard for generations to come. Now, his latest signature shoe is lighter, low to the ground and turbo-like. The LeBron XX (or LeBron 20) is unlike any design LeBron has donned before—comfortable and supportive, yet low-cut, feathery-fast and created to stay ahead of today’s frenzied style of play. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Smooth and ResponsiveThe large forefoot Zoom Air unit is curved to bend in multiple directions. It provides energy return for fast and responsive cornering and offers a flexible court feel that moves naturally with your foot. A bottom-loaded Zoom Air unit in the heel adds cushioning.Optimal SensationSoft, responsive, full-length foam helps you stay fresh and fast all game long.Breathable Up TopThe airy, breathable fabric on the upper is made of a dimensional knit mesh that’s lightweight, yet durable and contained.Sturdy and StrongA midfoot plate helps keep you steady and sturdy.More Details  Forefoot support wrap wedge Metal eyelets",,"₹ 19,295.00",LEBRON XX PREMIUM EP GUAVA ICEBRIGHT CRIMSON-BORDEAUX,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/lebron-xx-premium-ep-guava-ice-bright-crimson-bordeaux,data/raw/superkicks/men-sneakers/images/nike/lebron xx premium ep guava icebright crimson-bordeaux,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/lebron xx premium ep guava icebright crimson-bordeaux,Nike,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FJ0724-801,
